nan,nan
295.139995954,108.406028727
302.620796735,101.098926448
311.988633798,111.273805043
331.386680914,132.111647306
357.144391448,159.590107068
407.760978513,158.350654639
475.924667371,156.067582581
516.079270806,153.882330125
530.834948674,153.200432494
524.873075093,142.74419711
509.531161611,140.815907539
465.538114672,132.845686235
439.70081716,133.208478039
400.957775283,120.703023498
349.266079726,122.884568354
308.730144039,122.609186094
282.629725031,125.223581686
259.527375381,120.530124062
241.354431445,113.514603148
216.150161417,101.889451182
223.960646811,95.9565217391
228.873014743,108.01844598
246.566063978,86.5641893935
264.557626659,53.9846112165
274.219021173,16.5833044082
277.325610261,25.567645842
283.577796601,53.6277727778
266.847158559,107.656266943
229.740919104,132.643373124
218.988497016,159.253933804
217.0255156,180.710140137
224.131111855,187.648777629
215.989864059,186.027426663
219.386172585,171.330588437
254.118395162,187.618515141
269.082071713,140.430478088
339.597583125,96.7157629622
386.774312748,87.7544930295
417.517639484,104.156390844
487.101641165,99.2754685204
505.054651464,140.309777893
491.220052384,135.73668354
418.270730318,134.52112512
333.636962826,131.520580675
287.637729668,102.35457912
227.002610821,95.1414009554
173.673595102,101.091946638
184.382623389,93.0435397674
328.470447545,80.343504258
353.128504594,57.3274208206
412.305825243,7.42556634304
399.733027055,14.8147013783
378.992530819,53.0806381436
371.930518933,98.9556636855
369.165924379,182.270817336
382.6610547,214.680805765
388.31322529,227.482326264
384.370317998,233.86336282
381.878898431,235.313779299
383.669096441,229.553006053
379.827024497,167.87785926
396.882562278,120.720431233
406.132290524,106.840097286
402.985774132,181.424506895
399.65013683,203.545695125
386.012884842,230.484017841
389.348694842,235.386171535
377.848613732,245.265741422
331.435921543,232.89223537
312.496123277,225.959902676
288.928607724,210.041476118
296.724383439,208.207690581
333.084324917,225.518557931
344.867549241,229.600226025
354.579259921,228.65949363
356.198047729,231.244984629
362.666415441,223.085263951
422.903741935,218.356688172
466.246410282,264.245406165
456.633259912,151.437444934
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
630.991803279,68.5983606557
nan,nan
357.128712871,401.398019802
484.33048433,413.282051282
596.657320872,451.914849429
535.580858086,443.140264026
429.93883792,337.633027523
217.18707483,417.25170068
432.738845682,412.438395415
433.42384106,382.781456954
363.074952562,438.365275142
410.961748634,420.415300546
382.754464286,449.102678571
244.412280702,404.035087719
341.294117647,398.352941176
356.5,383.5
nan,nan
nan,nan
nan,nan
493.5,0.0
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
163.771929825,127.052631579
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
168.872812135,123.628938156
201.287401575,106.228346457
202.820476858,82.9971949509
nan,nan
nan,nan
264.182846574,290.691814702
129.040851081,218.034286789
124.782800612,184.805074405
102.019311949,128.590693036
163.47718332,131.430632048
626.025110783,302.646971935
nan,nan
503.107438017,325.917355372
614.328125,318.375
201.19255164,236.495747266
